,carat,depth,table,price,x,y,z,y_val
20229,1.5,61.3,59.0,8662,7.36,7.41,4.53,2
36691,0.45,65.8,58.0,951,4.81,4.74,3.14,0
12087,1.05,59.3,58.0,5161,6.65,6.61,3.93,1
14192,1.08,62.6,56.0,5758,6.62,6.57,4.13,1
857,1.04,61.6,61.0,2870,6.47,6.45,3.98,0
17863,1.5,64.2,56.0,7207,7.25,7.14,4.62,1
52456,0.71,60.4,61.0,2515,5.81,5.77,3.5,0
39438,0.41,62.4,60.0,1076,4.75,4.71,2.95,0
3200,0.7,62.3,54.0,3345,5.67,5.71,3.54,0
44784,0.5,61.2,63.0,1623,5.14,5.09,3.13,0
18631,1.01,60.6,57.0,7602,6.54,6.46,3.94,2
13464,1.21,60.3,58.0,5529,6.96,6.9,4.18,1
30568,0.31,61.8,56.0,734,4.32,4.36,2.68,0
20532,1.51,59.3,59.0,8856,7.49,7.59,4.47,2
14439,1.14,61.6,56.0,5831,6.68,6.72,4.13,1
29926,0.36,61.9,55.7,713,4.57,4.59,2.84,0
36801,0.3,61.0,62.0,956,4.34,4.32,2.64,0
5920,1.02,58.2,60.0,3940,6.49,6.57,3.8,1
43649,0.53,61.9,55.0,1435,5.18,5.22,3.22,0
52874,0.71,61.6,57.0,2582,5.7,5.62,3.49,0
53749,0.7,61.9,57.0,2724,5.7,5.68,3.52,0
5377,0.34,61.3,61.0,574,4.49,4.45,2.74,0
27715,0.36,60.6,59.0,648,4.61,4.57,2.78,0
7639,0.91,62.3,56.0,4267,6.16,6.19,3.85,1
42811,0.46,61.9,55.0,1353,4.95,4.99,3.08,0
45048,0.54,59.0,62.0,1640,5.3,5.28,3.12,0
9156,0.9,63.7,56.0,4540,6.07,6.15,3.89,1
19967,1.5,62.4,61.0,8517,7.23,7.36,4.55,2
4144,1.07,66.8,57.0,3545,6.34,6.26,4.21,1
33090,0.31,62.4,54.0,815,4.35,4.37,2.72,0
25682,0.3,63.2,59.0,642,4.27,4.24,2.69,0
6144,0.9,62.1,57.0,3989,6.16,6.23,3.85,1
46868,0.53,62.7,55.0,1813,5.18,5.16,3.24,0
4594,0.9,63.3,58.0,3656,6.07,6.1,3.85,1
30478,0.31,63.1,59.0,732,4.31,4.25,2.7,0
16397,1.09,62.5,59.0,6546,6.56,6.59,4.11,1
41218,0.43,62.0,59.0,1207,4.8,4.82,2.98,0
14045,0.26,62.2,55.0,605,4.09,4.13,2.55,0
53774,0.79,63.6,57.0,2726,5.86,5.84,3.72,0
1757,0.83,62.1,57.0,3044,6.03,5.95,3.72,0
27743,2.0,60.8,59.0,18795,8.13,8.02,4.91,4
38209,0.43,61.7,54.0,1016,4.9,4.86,3.01,0
19661,1.39,61.6,53.0,8271,7.21,7.22,4.44,2
37775,0.41,61.8,56.0,999,4.78,4.74,2.94,0
53218,0.71,62.1,56.0,2637,5.75,5.7,3.56,0
10078,0.32,61.6,56.0,592,4.42,4.46,2.73,0
35104,0.3,62.2,57.0,886,4.3,4.32,2.68,0
10637,1.01,61.9,56.0,4832,6.43,6.46,3.99,1
48266,0.53,61.8,56.0,1956,5.19,5.24,3.22,0
52018,0.71,65.3,53.0,2445,5.64,5.58,3.67,0
8438,1.23,58.9,62.0,4408,7.03,6.97,4.12,1
51279,0.78,64.6,56.0,2359,5.86,5.79,3.76,0
5176,0.83,61.8,56.0,3774,6.0,6.03,3.72,1
27348,2.2,58.9,60.0,17905,8.63,8.52,5.05,4
5798,1.0,64.2,57.0,3906,6.25,6.27,4.02,1
50370,0.7,61.2,55.0,2249,5.75,5.77,3.53,0
356,0.57,58.7,66.0,2805,5.34,5.43,3.16,0
53611,0.35,59.6,62.0,552,4.57,4.62,2.74,0
23222,1.53,62.0,56.0,11229,7.43,7.38,4.59,3
34852,0.3,61.3,57.0,878,4.33,4.29,2.64,0
25844,2.04,62.1,59.0,14900,8.14,8.06,5.03,4
52389,0.7,57.9,62.0,2508,5.8,5.9,3.39,0
52998,0.78,61.2,54.0,2596,5.96,6.0,3.66,0
36741,0.32,61.6,56.0,954,4.41,4.42,2.72,0
36416,0.31,62.0,59.0,942,4.36,4.32,2.69,0
6166,1.01,62.8,57.0,3991,6.42,6.38,4.02,1
6085,0.9,62.4,61.0,3972,6.05,6.09,3.79,1
20154,1.04,62.1,56.0,8610,6.54,6.48,4.04,2
53245,0.7,61.0,62.0,2644,5.72,5.66,3.47,0
21557,1.54,59.8,59.0,9659,7.61,7.53,4.53,2
48839,0.55,61.5,56.0,2030,5.28,5.25,3.24,0
30654,0.33,60.9,56.0,736,4.46,4.5,2.73,0
39671,0.42,62.4,54.0,1087,4.83,4.78,3.0,0
2019,0.78,61.9,56.0,3105,5.91,5.94,3.67,0
846,0.62,61.8,56.0,2869,5.43,5.47,3.37,0
26996,1.93,60.5,60.0,17096,8.06,7.98,4.85,4
44339,0.24,60.3,61.0,521,4.03,4.06,2.44,0
16640,1.2,59.9,64.0,6653,6.84,6.79,4.08,1
48443,0.51,62.6,57.0,1974,5.12,5.1,3.2,0
33323,0.35,62.3,57.0,827,4.52,4.5,2.81,0
28986,0.41,61.9,55.0,685,4.78,4.82,2.97,0
14234,0.96,61.2,56.0,5767,6.34,6.38,3.89,1
26218,2.04,62.7,56.0,15618,8.06,8.12,5.07,4
29210,0.31,59.8,57.0,695,4.43,4.46,2.65,0
47248,0.54,61.2,56.0,1842,5.23,5.29,3.22,0
5960,0.9,62.6,57.0,3950,6.16,6.2,3.87,1
3383,0.31,63.0,57.0,408,4.32,4.35,2.73,0
35465,0.31,61.7,56.0,901,4.34,4.38,2.69,0
39650,0.5,63.2,57.0,1087,5.07,5.09,3.21,0
40271,0.23,61.8,55.0,493,3.93,3.96,2.43,0
40057,0.53,62.3,53.0,1113,5.21,5.25,3.26,0
7377,0.76,60.6,60.0,4223,5.85,5.89,3.56,1
7856,0.9,62.7,58.0,4304,6.15,6.09,3.84,1
37917,0.41,62.6,58.0,1007,4.74,4.75,2.97,0
24886,2.06,59.3,61.0,13317,8.44,8.36,4.98,3
49487,0.58,60.6,55.0,2117,5.41,5.48,3.3,0
9723,1.15,61.9,57.0,4654,6.68,6.72,4.15,1
48185,0.72,60.2,59.0,1944,5.85,5.81,3.51,0
9438,0.9,63.7,57.0,4592,6.09,6.02,3.86,1
34772,0.41,61.2,59.0,876,4.8,4.77,2.93,0
38940,0.31,62.2,58.0,489,4.31,4.34,2.69,0
46395,0.72,62.7,57.0,1764,5.74,5.7,3.59,0
9186,0.9,63.3,55.0,4545,6.18,6.12,3.89,1
2422,0.95,62.6,58.0,3181,6.22,6.18,3.88,0
53176,0.71,58.5,57.0,2630,5.87,5.9,3.44,0
303,0.78,61.9,57.0,2799,5.91,5.86,3.64,0
37964,0.41,62.8,55.0,1007,4.7,4.73,2.96,0
26002,1.66,63.2,56.0,15229,7.61,7.49,4.77,4
618,0.79,59.3,62.0,2839,6.09,6.01,3.59,0
53073,0.71,61.5,56.0,2610,5.69,5.76,3.52,0
1246,0.85,64.9,56.0,2945,5.95,5.98,3.87,0
17473,1.04,61.4,57.0,7015,6.51,6.56,4.01,1
33146,0.31,61.6,56.0,816,4.35,4.39,2.69,0
23919,1.52,60.6,58.0,12047,7.46,7.39,4.5,3
12060,0.73,61.4,56.0,5154,5.8,5.81,3.56,1
20234,1.7,58.6,59.0,8663,7.79,7.75,4.55,2
52042,0.71,60.9,55.0,2450,5.76,5.74,3.5,0
7286,1.07,58.5,61.0,4201,6.59,6.71,3.89,1
34611,0.22,61.7,60.0,470,3.9,3.85,2.39,0
29941,0.29,62.2,56.0,444,4.24,4.27,2.64,0
10380,0.29,64.7,62.0,592,4.14,4.11,2.67,0
1379,0.79,62.0,56.0,2967,5.91,5.93,3.67,0
23060,1.25,62.0,59.0,11089,6.88,6.96,4.29,3
10884,1.21,60.7,60.0,4879,6.88,6.82,4.16,1
7674,1.09,56.4,62.0,4273,6.97,6.9,3.9,1
36509,0.35,61.8,54.0,945,4.53,4.56,2.81,0
1930,0.71,61.8,55.0,3084,5.72,5.74,3.54,0
48826,0.71,60.4,63.0,2028,5.8,5.73,3.48,0
27498,2.05,62.4,57.0,18193,8.17,8.09,5.08,4
47197,0.5,59.6,60.0,1838,5.15,5.18,3.08,0
7947,1.07,61.1,57.0,4319,6.66,6.6,4.05,1
20991,1.03,59.7,56.0,9205,6.64,6.56,3.94,2
24396,2.11,65.0,56.0,12633,8.06,8.01,5.22,3
36397,0.31,61.7,56.0,942,4.41,4.37,2.71,0
2323,1.01,63.2,58.0,3167,6.39,6.33,4.02,0
272,0.7,64.1,55.0,2793,5.6,5.66,3.61,0
49983,0.6,61.2,56.0,2190,5.43,5.45,3.33,0
32769,0.34,60.4,57.0,803,4.53,4.51,2.73,0
10063,0.32,61.8,56.0,591,4.43,4.4,2.73,0
48569,0.63,62.0,56.0,1992,5.55,5.48,3.42,0
38890,0.41,63.3,59.0,1051,4.69,4.71,2.97,0
27095,2.25,61.5,61.0,17233,8.47,8.41,5.19,4
52964,0.24,60.0,57.0,552,4.07,4.1,2.45,0
33767,0.32,61.9,54.0,841,4.43,4.46,2.75,0
6824,1.01,62.8,56.0,4119,6.38,6.45,4.03,1
29051,0.4,62.1,57.0,687,4.65,4.69,2.9,0
9554,1.0,63.5,56.0,4620,6.33,6.3,4.01,1
35321,0.31,61.8,59.0,897,4.33,4.35,2.68,0
23023,0.35,61.4,56.0,630,4.55,4.51,2.78,0
5275,1.13,60.4,56.0,3797,6.78,6.7,4.07,1
46804,0.7,59.8,59.0,1806,5.75,5.72,3.43,0
1738,0.32,61.9,55.0,561,4.4,4.42,2.73,0
40797,0.43,62.2,55.0,1169,4.83,4.85,3.01,0
29575,0.41,61.8,56.0,705,4.77,4.78,2.95,0
33989,0.42,62.0,57.0,847,4.8,4.82,2.98,0
4529,0.91,60.3,59.0,3638,6.28,6.25,3.78,1
30621,0.3,61.4,57.0,447,4.31,4.35,2.66,0
36167,0.32,61.3,57.0,929,4.4,4.44,2.71,0
39713,0.41,64.5,57.0,1089,4.68,4.65,3.01,0
42299,0.32,62.7,54.0,505,4.39,4.41,2.76,0
29774,0.3,63.1,57.0,709,4.29,4.27,2.7,0
40505,0.44,61.3,55.0,1143,4.92,4.94,3.02,0
2826,0.9,64.3,57.0,3267,6.06,6.16,3.93,0
27924,0.31,61.5,54.0,658,4.39,4.43,2.71,0
18378,0.42,60.7,61.0,617,4.78,4.84,2.92,0
26249,2.08,59.0,59.0,15696,8.37,8.41,4.95,4
678,0.74,63.1,58.0,2849,5.75,5.73,3.62,0
38078,0.3,61.8,56.0,1013,4.33,4.31,2.67,0
52398,0.56,61.0,57.0,2510,5.32,5.36,3.26,0
43163,0.42,61.4,56.0,1389,4.85,4.82,2.97,0
6626,1.11,63.3,61.0,4084,6.56,6.49,4.13,1
13307,1.19,61.9,56.0,5497,6.8,6.84,4.22,1
38669,0.7,63.0,61.0,1040,5.69,5.55,3.54,0
34613,0.27,61.6,56.0,470,4.14,4.17,2.56,0
1509,0.81,63.1,58.0,2994,5.88,5.84,3.7,0
50921,0.71,63.2,59.0,2319,5.66,5.6,3.56,0
26015,0.38,61.5,55.0,645,4.66,4.67,2.86,0
4045,0.92,60.7,58.0,3529,6.3,6.25,3.81,0
16614,1.52,58.8,61.0,6639,7.5,7.46,4.4,1
46428,0.56,61.8,55.0,1770,5.29,5.33,3.28,0
3956,1.2,61.9,56.0,3505,6.82,6.85,4.23,0
51175,0.73,61.6,62.0,2346,5.76,5.71,3.53,0
25758,1.51,60.7,60.0,14709,7.37,7.46,4.5,4
48438,0.51,61.5,57.0,1974,5.18,5.13,3.17,0
28776,0.33,61.8,54.0,681,4.43,4.47,2.75,0
29900,0.31,61.6,56.0,711,4.34,4.38,2.68,0
4417,1.01,63.9,58.0,3611,6.37,6.31,4.05,1
7384,0.33,63.0,54.0,579,4.38,4.42,2.77,0
33901,0.3,62.3,57.0,844,4.3,4.27,2.67,0
32573,0.38,62.2,57.0,800,4.6,4.63,2.87,0
25347,1.76,60.2,58.0,14065,7.84,7.87,4.73,4
45165,0.5,62.3,58.0,1654,5.07,5.04,3.15,0
46958,0.27,62.2,56.0,527,4.15,4.18,2.59,0
2653,0.71,61.4,56.0,3234,5.74,5.79,3.54,0
31440,0.33,62.8,55.0,765,4.41,4.45,2.78,0
49793,0.51,61.7,57.0,2163,5.12,5.15,3.17,0
31686,0.26,62.5,56.0,769,4.11,4.08,2.56,0
44418,0.53,61.2,57.0,1587,5.19,5.24,3.19,0
174,0.7,62.7,55.0,2774,5.68,5.74,3.58,0
9687,1.22,62.6,58.0,4652,6.78,6.84,4.26,1
20486,1.5,60.1,59.0,8820,7.38,7.36,4.43,2
35876,0.48,61.0,57.0,918,5.05,5.08,3.09,0
29972,0.32,61.5,56.0,715,4.41,4.44,2.72,0
23378,0.33,62.3,59.0,631,4.44,4.39,2.75,0
21686,1.2,62.5,54.4,9785,6.75,6.82,4.24,2
18193,1.2,62.2,58.0,7380,6.72,6.76,4.19,2
52540,0.71,61.2,53.0,2531,5.8,5.76,3.54,0
34006,0.42,59.8,58.0,847,4.86,4.9,2.92,0
26409,2.03,61.6,58.0,15930,8.09,8.17,5.01,4
39547,0.32,61.1,53.0,1080,4.44,4.4,2.7,0
31224,0.32,63.7,55.0,756,4.38,4.35,2.78,0
20295,1.51,62.1,57.0,8710,7.38,7.34,4.57,2
36653,0.4,61.2,60.0,949,4.79,4.68,2.9,0
45304,0.3,62.1,57.0,524,4.25,4.28,2.65,0
38198,0.5,62.3,59.0,1016,5.1,5.04,3.16,0
10747,1.0,63.4,61.0,4851,6.29,6.35,4.01,1
18912,1.1,60.9,61.0,7762,6.7,6.64,4.06,2
572,0.61,61.7,55.0,2833,5.45,5.48,3.37,0
47203,0.5,60.5,55.0,1838,5.13,5.15,3.11,0
14400,1.01,63.1,59.0,5817,6.31,6.37,4.0,1
30322,0.36,59.7,59.0,726,4.61,4.64,2.76,0
12200,1.18,61.4,58.0,5190,6.82,6.77,4.17,1
46768,0.73,64.6,60.0,1802,5.68,5.59,3.64,0
9778,1.0,63.1,57.0,4664,6.32,6.39,4.01,1
12558,1.12,61.8,56.0,5277,6.65,6.68,4.12,1
45817,0.56,61.8,55.0,1712,5.28,5.37,3.29,0
34050,0.36,62.1,56.0,851,4.58,4.53,2.83,0
48205,0.7,61.1,58.0,1948,5.74,5.79,3.52,0
2811,0.7,61.7,59.0,3265,5.67,5.71,3.51,0
46480,0.55,62.1,55.4,1777,5.25,5.27,3.26,0
11960,1.04,63.4,59.0,5137,6.44,6.4,4.07,1
20066,0.31,63.8,57.0,625,4.29,4.33,2.75,0
39832,0.5,61.1,57.0,1098,5.14,5.2,3.16,0
15767,1.34,61.7,55.0,6303,7.12,7.08,4.38,1
39423,0.41,60.8,56.0,1076,4.79,4.76,2.92,0
48095,0.51,60.4,57.0,1933,5.2,5.22,3.15,0
20088,1.18,62.7,55.0,8564,6.77,6.74,4.23,2
24633,1.53,61.3,59.0,12968,7.4,7.35,4.52,3
32235,0.31,62.6,53.0,789,4.37,4.38,2.74,0
49110,0.52,60.7,55.0,2065,5.19,5.29,3.18,0
44574,0.53,62.5,57.0,1607,5.16,5.18,3.23,0
42172,0.5,62.7,56.0,1286,5.12,5.05,3.19,0
22145,2.01,64.9,56.0,10184,7.88,7.81,5.09,2
46643,0.4,61.4,58.0,526,4.76,4.79,2.93,0
47833,0.52,62.7,55.0,1906,5.12,5.15,3.22,0
52231,0.72,61.4,57.0,2484,5.79,5.75,3.54,0
10564,1.0,60.8,58.0,4816,6.48,6.45,3.93,1
23518,1.53,61.9,55.0,11525,7.43,7.36,4.58,3
8865,0.92,66.8,55.0,4482,6.04,5.99,4.02,1
11359,1.06,62.3,56.0,4995,6.5,6.57,4.07,1
9649,1.12,61.2,59.0,4641,6.69,6.65,4.08,1
4545,1.0,63.0,56.0,3640,6.37,6.33,4.0,1
4362,1.1,59.7,62.0,3604,6.8,6.64,4.01,1
52127,0.72,61.1,59.0,2466,5.74,5.79,3.52,0
10418,1.01,63.3,59.0,4781,6.24,6.31,3.97,1
2492,0.9,63.0,53.0,3196,6.08,6.15,3.85,0
14781,1.21,62.4,56.0,5948,6.85,6.8,4.26,1
1805,0.79,61.3,59.0,3053,5.97,5.91,3.64,0
50506,0.53,62.9,54.0,2271,5.19,5.15,3.25,0
35425,0.32,60.8,55.0,900,4.49,4.42,2.71,0
49721,0.7,63.0,59.0,2150,5.64,5.6,3.54,0
31590,0.3,62.3,57.0,367,4.27,4.3,2.67,0
27148,1.95,61.7,55.0,17374,8.0,8.05,4.95,4
3987,0.82,62.1,56.0,3513,6.02,5.97,3.72,0
2101,0.7,60.3,60.0,3115,5.69,5.75,3.45,0
45839,0.56,60.2,58.0,1715,5.36,5.33,3.22,0
44683,0.5,62.8,58.0,1610,5.06,5.03,3.17,0
21285,1.51,60.6,56.0,9442,7.44,7.47,4.52,2
5000,0.87,58.8,56.0,3742,6.3,6.26,3.69,1
46139,0.56,61.9,56.0,1745,5.24,5.29,3.26,0
51817,0.64,61.1,56.0,2419,5.57,5.59,3.41,0
5995,1.03,61.8,58.0,3957,6.51,6.41,3.99,1
53465,0.59,62.0,54.0,2679,5.36,5.38,3.33,0
15061,1.0,57.4,58.0,6050,6.57,6.61,3.78,1
2905,0.8,60.5,62.3,3283,5.97,6.01,3.62,0
41937,0.4,60.8,59.0,1263,4.76,4.81,2.91,0
18052,0.3,62.3,54.0,615,4.31,4.33,2.69,0
48583,0.54,61.8,57.0,1993,5.26,5.22,3.24,0
5518,1.0,63.4,61.0,3850,6.29,6.33,4.0,1
20709,0.31,61.3,59.0,625,4.31,4.34,2.65,0
15906,1.0,62.9,59.0,6359,6.38,6.27,3.98,1
51551,0.52,61.7,56.0,2387,5.19,5.15,3.19,0
33828,0.32,61.9,54.0,843,4.41,4.44,2.74,0
28672,0.24,62.1,56.0,678,3.96,3.99,2.46,0
14081,1.01,63.5,57.0,5713,6.38,6.31,4.03,1
42198,0.56,63.0,55.0,1287,5.26,5.22,3.3,0
47224,0.71,62.8,57.0,1840,5.68,5.63,3.55,0
34196,0.33,61.9,55.0,854,4.46,4.43,2.75,0
12882,1.02,60.6,57.0,5367,6.49,6.52,3.94,1
12105,1.01,59.1,58.0,5166,6.58,6.59,3.89,1
40825,0.52,63.5,58.0,1170,5.14,5.1,3.25,0
23218,2.26,61.9,58.0,11226,8.37,8.33,5.17,3
17429,1.5,62.5,58.0,6987,7.24,7.29,4.54,1
53779,0.74,59.1,60.0,2728,5.88,5.93,3.49,0
5350,0.93,63.8,59.0,3812,6.21,6.15,3.94,1
22763,1.14,61.9,57.0,10786,6.73,6.68,4.15,2
53821,0.71,59.9,58.0,2735,5.81,5.78,3.47,0
29068,0.4,61.7,60.0,687,4.68,4.72,2.9,0
371,0.58,60.9,56.0,2808,5.41,5.43,3.3,0
20894,1.25,60.7,56.0,9116,6.93,7.01,4.23,2
43368,0.5,62.6,52.0,1408,5.06,5.09,3.18,0
35515,0.35,61.8,56.0,905,4.5,4.53,2.79,0
48187,0.91,63.1,57.0,1945,6.06,6.12,3.84,0
12959,1.16,60.9,59.0,5388,6.72,6.78,4.11,1
31963,0.26,62.1,56.0,452,4.11,4.13,2.56,0
20917,1.03,62.1,55.0,9131,6.47,6.5,4.03,2
39306,0.7,60.4,58.0,1069,5.74,5.68,3.45,0
50238,0.51,61.4,56.0,2233,5.14,5.16,3.16,0
37560,0.31,61.0,59.0,988,4.36,4.33,2.65,0
21346,1.23,61.3,60.0,9489,6.94,6.9,4.24,2
17967,1.23,62.3,56.0,7260,6.86,6.79,4.25,2
4813,0.71,61.1,56.0,3701,5.76,5.8,3.53,1
35745,0.3,62.8,57.0,911,4.29,4.25,2.68,0
13439,1.46,62.4,59.0,5519,7.21,7.16,4.49,1
30317,0.36,60.6,58.0,726,4.58,4.6,2.78,0
38843,0.47,61.0,56.0,1050,5.02,5.04,3.07,0
33358,0.41,62.7,56.0,827,4.74,4.77,2.98,0
16067,1.2,62.4,59.0,6416,6.73,6.69,4.19,1
2781,0.9,64.1,59.0,3255,5.97,6.07,3.86,0
45115,0.71,63.6,63.0,1651,5.61,5.64,3.58,0
49893,0.54,60.0,56.0,2177,5.39,5.28,3.2,0
34553,0.41,61.1,56.0,870,4.79,4.83,2.94,0
27954,0.27,62.5,54.0,432,4.16,4.19,2.61,0
13647,1.22,60.6,56.0,5586,6.96,6.95,4.22,1
32225,0.31,61.9,54.0,789,4.38,4.41,2.72,0
10849,1.01,62.6,59.0,4872,6.38,6.3,3.97,1
31436,0.3,62.0,55.0,764,4.33,4.35,2.69,0
35984,0.35,61.9,55.0,921,4.51,4.54,2.8,0
24385,0.41,63.5,55.0,638,4.69,4.73,2.99,0
21003,1.51,61.8,61.0,9218,7.25,7.32,4.5,2
27668,2.02,62.1,56.0,18678,8.07,7.99,4.99,4
2381,0.32,59.9,57.0,561,4.47,4.51,2.69,0
53660,0.71,57.3,67.0,2707,5.96,5.76,3.36,0
27012,2.05,62.5,56.0,17138,8.08,8.17,5.08,4
53053,0.76,60.3,58.0,2607,5.91,5.96,3.58,0
21108,1.52,61.3,56.0,9278,7.44,7.41,4.55,2
25229,1.51,61.1,58.0,13828,7.42,7.38,4.45,3
51205,0.73,62.1,54.0,2351,5.81,5.76,3.59,0
31625,0.3,61.3,58.0,450,4.3,4.34,2.65,0
6789,1.02,60.6,56.0,4113,6.57,6.53,3.97,1
10494,0.76,61.9,56.0,4798,5.83,5.85,3.62,1
43137,0.56,60.9,57.0,1388,5.32,5.36,3.25,0
51391,0.71,55.6,73.0,2368,6.01,5.96,3.33,0
22254,1.59,61.1,58.6,10309,7.49,7.53,4.59,2
20644,1.5,61.5,57.0,8936,7.32,7.37,4.52,2
26110,2.01,62.1,59.0,15379,7.98,8.06,4.98,4
25889,1.5,62.9,56.0,15013,7.22,7.32,4.57,4
5289,1.16,62.4,55.0,3800,6.76,6.69,4.2,1
16176,1.03,60.4,56.0,6467,6.59,6.56,3.97,1
17086,1.2,63.3,57.0,6814,6.77,6.71,4.26,1
20393,0.31,62.2,56.0,625,4.32,4.36,2.7,0
6267,0.9,61.9,59.0,4013,6.09,6.12,3.78,1
12664,1.07,62.0,57.0,5302,6.56,6.5,4.05,1
8760,1.0,61.1,57.0,4466,6.43,6.48,3.95,1
38695,0.37,58.9,61.0,1041,4.68,4.66,2.75,0
27309,2.11,61.6,59.0,17816,8.24,8.19,5.06,4
44324,0.33,63.2,57.0,521,4.37,4.4,2.77,0
25606,2.07,61.2,60.0,14476,8.2,8.12,4.99,4
13360,0.24,62.4,58.0,419,3.98,4.0,2.49,0
24702,0.4,61.8,56.0,639,4.73,4.79,2.94,0
17959,1.2,59.6,58.0,7258,6.94,6.89,4.12,2
1866,0.85,60.0,57.0,3070,6.1,6.16,3.68,0
18608,1.0,59.5,61.0,7589,6.46,6.42,3.83,2
51008,0.74,60.8,59.0,2327,5.83,5.85,3.55,0
22618,1.26,62.0,58.0,10669,6.95,6.88,4.29,2
25974,2.19,60.8,60.0,15169,8.38,8.34,5.08,4
52916,0.72,64.1,64.0,2589,5.66,5.6,3.61,0
41235,0.39,61.1,59.0,1207,4.74,4.68,2.88,0
36342,0.32,61.7,56.0,936,4.41,4.37,2.71,0
9683,1.23,61.9,54.0,4649,6.89,6.86,4.26,1
13576,1.21,62.3,59.0,5556,6.81,6.77,4.23,1
30901,0.31,62.4,55.0,744,4.37,4.35,2.72,0
22410,1.52,59.8,60.0,10433,7.42,7.5,4.46,2
37289,0.24,62.9,57.0,485,3.96,3.99,2.5,0
15311,1.03,62.3,57.0,6146,6.51,6.43,4.03,1
43717,0.51,59.1,63.0,1437,5.27,5.15,3.08,0
5324,1.03,62.4,57.0,3807,6.43,6.38,4.0,1
44358,0.56,62.4,56.0,1580,5.24,5.28,3.28,0
51148,0.71,58.4,63.0,2343,5.85,5.8,3.4,0
7307,0.84,59.9,54.0,4205,6.2,6.23,3.72,1
11942,1.01,65.0,61.0,5131,6.29,6.23,4.07,1
38551,0.5,61.4,57.8,1034,5.09,5.14,3.15,0
24849,1.63,62.5,57.0,13253,7.46,7.49,4.67,3
51071,0.71,61.9,56.0,2333,5.67,5.7,3.52,0
38879,0.4,61.7,59.0,1050,4.76,4.73,2.93,0
52192,0.72,60.0,57.0,2479,5.8,5.84,3.49,0
40925,0.3,62.1,58.0,499,4.27,4.29,2.66,0
33746,0.31,62.0,55.0,840,4.34,4.37,2.7,0
26838,2.01,63.2,56.0,16742,8.04,7.96,5.06,4
28696,0.4,61.8,55.2,679,4.75,4.77,2.94,0
13414,1.2,60.7,59.0,5510,6.9,6.87,4.18,1
19965,1.59,60.7,59.0,8515,7.49,7.54,4.56,2
11939,1.09,60.6,60.0,5131,6.61,6.68,4.03,1
52093,0.75,62.4,56.0,2458,5.84,5.79,3.63,0
48355,0.56,60.9,56.0,1963,5.32,5.35,3.25,0
47536,0.57,60.3,58.0,1871,5.36,5.39,3.24,0
35610,0.3,60.7,57.0,473,4.33,4.37,2.64,0
23799,1.61,62.4,55.0,11859,7.51,7.48,4.68,3
39875,0.37,61.5,56.0,1103,4.59,4.64,2.84,0
29955,0.32,62.6,55.0,445,4.38,4.41,2.75,0
20155,1.31,61.8,55.0,8611,7.03,7.05,4.35,2
25273,2.2,63.6,58.0,13919,8.21,8.17,5.21,3
20178,1.03,62.8,58.0,8629,6.46,6.41,4.04,2
36952,0.27,61.3,56.0,480,4.15,4.17,2.55,0
10517,0.71,62.0,56.0,4802,5.69,5.73,3.54,1
29175,0.3,61.6,53.0,694,4.35,4.39,2.69,0
27495,1.55,62.5,55.0,18188,7.38,7.4,4.62,4
31545,0.3,62.1,57.0,766,4.27,4.3,2.66,0
8441,1.05,61.2,57.0,4410,6.62,6.55,4.03,1
27962,0.3,62.4,56.0,658,4.26,4.33,2.68,0
3437,0.9,61.0,59.0,3387,6.16,6.11,3.74,0
21326,1.01,62.8,59.0,9474,6.37,6.43,4.02,2
40301,0.4,61.3,60.0,1125,4.71,4.66,2.87,0
14894,1.21,62.2,60.0,5997,6.83,6.8,4.24,1
35409,0.32,62.3,56.0,900,4.41,4.38,2.74,0
13974,1.27,62.3,56.0,5690,6.93,6.85,4.29,1
8925,0.9,62.3,58.0,4497,6.14,6.16,3.83,1
29114,0.34,63.1,56.0,689,4.46,4.41,2.8,0
20880,1.02,62.9,59.0,9103,6.42,6.37,4.02,2
8121,1.18,62.2,58.0,4353,6.74,6.79,4.21,1
36746,0.33,61.8,57.0,955,4.44,4.46,2.75,0
17784,1.32,61.5,61.0,7163,7.05,6.97,4.31,1
11873,1.2,61.7,63.0,5107,6.72,6.7,4.13,1
38116,0.3,62.1,55.0,1013,4.3,4.27,2.66,0
33259,0.37,62.1,54.0,825,4.67,4.73,2.92,0
14512,1.35,61.4,57.0,5862,7.1,7.13,4.37,1
25336,1.55,61.6,55.0,14039,7.48,7.45,4.6,4
16912,1.37,61.0,57.0,6751,7.25,7.19,4.4,1
16479,1.2,62.3,59.0,6586,6.84,6.75,4.23,1
19843,1.13,62.0,54.0,8404,6.7,6.66,4.14,2
4932,0.91,64.7,61.0,3730,6.06,5.99,3.9,1
537,0.72,64.0,54.0,2827,5.68,5.7,3.64,0
44066,0.54,58.2,60.0,1551,5.34,5.39,3.12,0
36947,0.32,61.0,56.0,479,4.4,4.42,2.69,0
5148,0.85,62.1,56.0,3766,6.05,6.1,3.77,1
32713,0.31,61.9,55.0,802,4.35,4.31,2.68,0
49067,0.74,59.9,64.0,2058,5.82,5.86,3.5,0
19616,1.23,62.4,57.0,8233,6.88,6.83,4.28,2
32695,0.31,60.8,56.0,802,4.41,4.38,2.67,0
12952,1.01,61.2,57.0,5387,6.44,6.5,3.96,1
