,carat,depth,table,price,x,y,z,y_train
5487,0.9,62.6,56.0,3841,6.16,6.23,3.88,1
6015,0.94,62.0,60.0,3963,6.19,6.22,3.85,1
204,0.98,67.9,60.0,2777,6.05,5.97,4.08,0
40864,0.52,59.3,59.0,1175,5.25,5.28,3.12,0
20783,1.53,62.6,57.0,9022,7.38,7.29,4.59,2
9661,1.01,62.4,53.0,4642,6.47,6.42,4.02,1
4000,0.53,61.5,54.0,3517,5.27,5.21,3.22,0
49479,0.75,63.9,62.0,2115,5.66,5.61,3.6,0
15648,1.07,62.3,57.0,6274,6.56,6.47,4.06,1
34106,0.39,61.4,56.1,853,4.7,4.73,2.89,0
22030,0.34,62.6,56.0,628,4.48,4.46,2.8,0
6904,0.9,64.4,62.0,4135,5.97,6.02,3.86,1
31933,0.3,61.4,57.0,776,4.36,4.34,2.67,0
4404,0.31,62.4,56.0,571,4.31,4.35,2.7,0
41669,0.46,62.4,56.0,1240,4.95,4.98,3.1,0
31059,0.31,60.5,57.0,752,4.39,4.41,2.66,0
10555,1.08,61.8,56.0,4814,6.54,6.6,4.06,1
6327,0.71,60.9,56.0,4029,5.76,5.79,3.52,1
46878,0.53,62.4,56.0,1813,5.2,5.16,3.23,0
21753,1.5,61.0,60.0,9820,7.33,7.27,4.45,2
27214,1.57,60.5,57.0,17548,7.53,7.57,4.57,4
24373,0.38,61.2,55.1,637,4.69,4.73,2.88,0
35196,0.31,61.2,55.0,891,4.4,4.42,2.7,0
36147,0.33,61.9,56.0,928,4.45,4.4,2.74,0
29666,0.35,60.5,57.0,706,4.52,4.6,2.76,0
48086,0.5,61.1,58.2,1932,5.08,5.12,3.11,0
41786,0.55,61.5,54.0,1248,5.3,5.33,3.27,0
47417,0.57,61.4,58.0,1851,5.32,5.37,3.28,0
53375,0.85,61.8,54.0,2659,6.1,6.07,3.76,0
31431,0.3,61.5,56.0,764,4.32,4.33,2.66,0
14534,1.08,60.0,58.0,5867,6.69,6.66,4.01,1
41060,0.5,57.2,60.0,1190,5.25,5.2,2.99,0
997,0.72,59.4,61.0,2897,5.82,5.89,3.48,0
30036,0.39,62.5,58.0,718,4.61,4.67,2.9,0
27966,0.3,61.5,55.0,658,4.28,4.31,2.64,0
6683,0.9,61.9,55.0,4101,6.21,6.19,3.84,1
36945,0.23,64.8,58.0,478,3.83,3.85,2.49,0
11262,0.91,62.8,60.0,4969,6.11,6.08,3.83,1
52216,0.73,61.2,56.0,2482,5.81,5.85,3.57,0
47895,0.48,62.3,55.0,1914,5.02,5.05,3.13,0
6684,1.03,61.7,63.0,4101,6.46,6.51,4.0,1
14516,1.01,60.7,61.0,5864,6.46,6.42,3.91,1
8731,1.18,61.2,59.0,4460,6.85,6.78,4.17,1
43692,0.5,60.8,58.0,1436,5.07,5.13,3.1,0
12868,1.26,62.0,56.0,5363,7.0,6.94,4.32,1
4359,0.71,60.9,58.0,3604,5.76,5.8,3.52,1
39980,0.41,62.0,56.0,1107,4.77,4.75,2.95,0
16863,1.06,61.9,55.0,6728,6.54,6.57,4.06,1
3261,0.7,60.3,57.0,3359,5.74,5.79,3.47,0
53103,0.83,63.7,56.0,2614,5.92,5.95,3.78,0
49987,0.73,58.1,62.0,2191,5.92,5.93,3.44,0
14237,1.23,63.0,55.0,5768,6.78,6.72,4.27,1
45892,0.52,62.5,54.0,1720,5.17,5.14,3.22,0
21390,1.04,61.6,59.0,9505,6.53,6.49,4.01,2
49923,0.77,65.1,57.0,2184,5.65,5.77,3.72,0
13704,1.51,57.5,59.0,5601,7.56,7.51,4.33,1
38096,0.36,59.3,59.0,1013,4.68,4.6,2.75,0
10853,1.03,61.8,55.0,4873,6.5,6.52,4.02,1
9250,0.96,60.6,62.0,4560,6.35,6.39,3.86,1
50666,0.31,61.8,57.0,544,4.34,4.36,2.69,0
22676,1.44,63.0,55.0,10725,7.23,7.18,4.54,2
32992,0.38,61.5,58.0,812,4.62,4.61,2.84,0
27715,0.36,60.6,59.0,648,4.61,4.57,2.78,0
28460,0.32,61.3,57.0,672,4.39,4.43,2.7,0
12947,1.11,62.7,56.0,5386,6.65,6.59,4.15,1
7969,0.7,61.5,57.0,4323,5.68,5.71,3.5,1
34713,0.37,61.0,62.0,874,4.64,4.61,2.82,0
10483,0.9,61.8,58.0,4795,6.21,6.24,3.85,1
42496,0.53,61.5,59.0,1320,5.15,5.19,3.18,0
8480,1.01,62.8,60.0,4416,6.33,6.4,4.0,1
9980,1.0,66.3,58.0,4704,6.15,6.04,4.04,1
25527,2.02,59.4,59.0,14341,8.25,8.21,4.89,4
34129,0.32,59.9,59.0,854,4.45,4.46,2.67,0
33853,0.3,62.1,58.0,844,4.31,4.29,2.67,0
7597,1.04,58.5,61.0,4257,6.63,6.68,3.89,1
33421,0.32,61.7,56.0,828,4.42,4.37,2.71,0
41277,0.41,63.8,57.0,503,4.69,4.72,3.0,0
42464,0.5,61.5,62.0,1316,5.06,5.09,3.12,0
34012,0.43,61.4,54.0,848,4.9,4.93,3.02,0
29332,0.31,62.6,60.0,698,4.32,4.3,2.7,0
17797,1.15,60.1,60.0,7175,6.75,6.8,4.08,1
2670,0.91,62.0,59.0,3238,6.19,6.22,3.85,0
17276,1.15,58.8,58.0,6917,6.9,6.87,4.05,1
6030,0.25,60.0,56.0,575,4.1,4.14,2.47,0
46627,0.3,62.2,57.0,526,4.28,4.3,2.67,0
10385,0.38,61.9,54.0,593,4.64,4.67,2.88,0
40696,0.4,61.8,56.0,1158,4.74,4.77,2.94,0
38732,0.4,62.0,55.0,1043,4.74,4.78,2.95,0
37476,0.42,62.5,59.0,984,4.79,4.72,2.97,0
40075,0.3,62.4,56.0,1114,4.31,4.28,2.68,0
13196,1.03,62.9,53.0,5455,6.45,6.5,4.07,1
53510,0.71,60.8,59.0,2686,5.76,5.72,3.49,0
8917,0.8,62.4,54.0,4495,5.98,5.94,3.72,1
5088,1.06,62.0,58.0,3754,6.45,6.53,4.04,1
6383,0.25,61.1,58.0,576,4.08,4.1,2.5,0
48155,0.54,62.0,56.0,1941,5.21,5.25,3.24,0
27532,1.62,61.2,57.0,18281,7.52,7.58,4.62,4
38528,0.34,61.2,57.0,1033,4.5,4.45,2.74,0
11031,0.9,62.1,55.0,4919,6.14,6.23,3.84,1
51858,0.77,61.6,57.0,2425,5.87,5.92,3.63,0
29089,0.34,63.7,57.0,689,4.44,4.42,2.82,0
2916,0.96,62.7,58.0,3286,6.2,6.24,3.9,0
34145,0.33,62.2,56.0,854,4.46,4.44,2.77,0
7145,1.01,63.8,60.0,4179,6.31,6.36,4.04,1
51277,0.84,65.1,57.0,2359,5.91,5.85,3.83,0
39369,0.34,60.7,57.0,1074,4.5,4.53,2.74,0
31174,0.35,61.8,55.0,756,4.54,4.56,2.81,0
47228,0.55,60.9,57.0,1840,5.29,5.32,3.23,0
13128,1.02,60.2,62.0,5432,6.54,6.46,3.91,1
21731,1.17,62.2,53.0,9799,6.76,6.79,4.21,2
39112,0.41,60.8,59.0,1061,4.8,4.78,2.91,0
51257,0.54,60.5,55.0,2356,5.31,5.33,3.22,0
44839,0.56,61.6,57.0,1625,5.3,5.32,3.27,0
32942,0.34,62.8,57.0,459,4.43,4.45,2.79,0
26635,1.5,61.2,63.0,16407,7.28,7.32,4.47,4
36132,0.33,61.3,55.0,928,4.48,4.46,2.74,0
30474,0.31,62.0,54.0,732,4.37,4.34,2.7,0
13269,1.0,56.6,61.0,5484,6.65,6.61,3.75,1
48586,0.54,61.8,56.0,1993,5.24,5.21,3.23,0
50112,0.71,62.1,55.0,2209,5.68,5.72,3.54,0
13026,0.26,61.2,56.0,600,4.16,4.11,2.53,0
13104,1.07,62.1,59.0,5424,6.56,6.52,4.06,1
15191,1.23,62.2,55.0,6100,6.83,6.86,4.26,1
52779,0.7,63.7,60.0,2565,5.57,5.61,3.56,0
36643,0.43,61.7,58.0,948,4.84,4.82,2.98,0
19628,1.51,63.8,59.0,8245,7.22,7.18,4.59,2
36078,0.37,62.0,56.0,925,4.59,4.63,2.86,0
48026,0.71,61.3,63.0,1922,5.66,5.7,3.48,0
34220,0.4,62.0,56.0,855,4.74,4.68,2.92,0
48872,1.0,64.5,58.0,2035,6.33,6.1,4.01,0
39134,0.41,62.4,58.0,1061,4.76,4.72,2.96,0
45906,0.54,61.5,56.0,1720,5.26,5.22,3.23,0
41974,0.53,61.6,55.0,1263,5.21,5.25,3.22,0
36707,0.46,61.8,56.0,953,4.93,4.97,3.06,0
31436,0.3,62.0,55.0,764,4.33,4.35,2.69,0
23261,1.51,62.9,59.0,11268,7.31,7.25,4.58,3
10007,0.9,62.2,56.0,4707,6.12,6.17,3.82,1
14743,1.26,60.9,55.0,5937,7.0,7.05,4.28,1
5048,0.31,62.3,55.0,573,4.36,4.34,2.71,0
39402,0.41,61.3,56.0,1076,4.77,4.76,2.92,0
38161,0.34,62.3,56.0,1014,4.45,4.48,2.78,0
6552,1.01,60.5,60.0,4072,6.52,6.5,3.94,1
2054,0.32,62.8,57.0,561,4.34,4.39,2.74,0
48138,0.7,62.1,57.0,1940,5.63,5.68,3.51,0
13383,0.3,61.0,58.0,601,4.3,4.36,2.64,0
41911,0.49,59.2,57.0,1261,5.21,5.16,3.07,0
50727,0.7,62.5,55.0,2294,5.69,5.71,3.56,0
43072,0.5,62.2,60.0,1378,5.15,5.05,3.17,0
47131,0.58,61.1,57.0,1829,5.41,5.36,3.29,0
39411,0.41,61.3,55.0,1076,4.83,4.79,2.95,0
6789,1.02,60.6,56.0,4113,6.57,6.53,3.97,1
30217,0.33,62.0,56.0,723,4.46,4.48,2.77,0
1793,0.77,61.2,57.0,3052,5.93,5.97,3.64,0
26803,2.39,60.6,58.0,16687,8.65,8.58,5.22,4
44985,0.31,60.3,59.0,523,4.37,4.35,2.63,0
35389,0.41,60.8,56.0,899,4.79,4.82,2.92,0
23195,2.0,55.3,65.0,11202,8.42,8.35,4.64,3
7070,0.33,60.8,62.0,579,4.42,4.46,2.7,0
22682,0.4,61.9,58.0,629,4.71,4.73,2.92,0
7724,0.26,61.8,55.0,580,4.13,4.09,2.54,0
17497,1.15,63.0,60.0,7032,6.68,6.6,4.18,1
30005,0.43,60.7,58.0,716,4.85,4.91,2.96,0
1047,0.71,61.9,56.0,2907,5.7,5.74,3.54,0
41874,0.5,63.5,57.0,1257,5.09,5.05,3.22,0
49674,0.6,62.9,57.0,2142,5.35,5.31,3.35,0
15345,1.01,65.8,55.0,6159,6.2,6.23,4.09,1
8693,1.02,62.0,58.0,4459,6.44,6.47,4.0,1
25011,2.05,62.3,60.0,13543,8.09,8.15,5.06,3
18121,1.23,62.1,55.0,7336,6.91,6.84,4.27,2
49881,0.7,60.2,64.0,2176,5.72,5.65,3.42,0
27350,2.08,62.0,56.0,17916,8.16,8.18,5.06,4
23102,1.53,59.4,59.0,11127,7.58,7.51,4.48,3
4642,1.04,62.0,59.0,3669,6.49,6.47,4.02,1
46407,0.52,59.6,58.0,1767,5.21,5.26,3.12,0
46578,0.58,60.2,58.0,1785,5.37,5.46,3.26,0
38868,0.4,62.6,58.0,1050,4.72,4.68,2.94,0
12612,1.02,61.3,56.0,5291,6.43,6.53,3.97,1
52129,0.75,63.3,58.0,2467,5.78,5.75,3.65,0
24569,1.01,61.4,57.0,12865,6.53,6.46,3.99,3
22259,1.14,61.1,57.0,10313,6.7,6.76,4.11,2
18223,1.31,59.3,59.0,7395,7.18,7.13,4.24,2
22210,1.04,63.0,55.0,10264,6.36,6.53,4.06,2
41832,0.62,59.3,58.0,1253,5.6,5.56,3.31,0
14422,1.2,62.2,59.0,5822,6.79,6.71,4.2,1
24644,1.79,62.6,59.0,12985,7.65,7.72,4.81,3
12667,1.16,61.5,57.0,5302,6.78,6.75,4.16,1
46115,0.56,61.1,55.0,1743,5.35,5.33,3.26,0
23795,1.81,62.3,58.0,11854,7.75,7.68,4.81,3
22381,1.5,62.2,54.0,10406,7.33,7.4,4.57,2
33887,0.3,61.8,56.0,844,4.32,4.29,2.66,0
50429,0.74,63.1,55.0,2261,5.77,5.74,3.63,0
20920,1.18,61.6,58.0,9137,6.77,6.8,4.18,2
47427,0.53,58.5,61.0,1852,5.28,5.39,3.12,0
46753,0.46,61.6,55.0,1800,5.0,5.03,3.09,0
35135,0.41,62.1,60.0,889,4.72,4.75,2.94,0
2202,0.72,60.8,62.0,3140,5.73,5.78,3.5,0
12323,1.01,62.3,60.0,5224,6.36,6.39,3.97,1
29639,0.27,60.8,57.0,443,4.16,4.2,2.54,0
49677,0.9,64.3,58.0,2143,6.09,6.05,3.9,0
1074,0.31,61.0,61.0,558,4.39,4.33,2.66,0
33326,0.35,63.0,57.0,827,4.52,4.46,2.83,0
3226,0.72,61.3,56.0,3352,5.76,5.8,3.54,0
10953,1.03,61.6,59.0,4900,6.53,6.5,4.01,1
40943,0.23,59.2,61.0,500,4.04,4.0,2.38,0
7239,1.01,63.6,58.0,4195,6.29,6.35,4.02,1
23885,1.52,61.2,58.0,11979,7.48,7.41,4.56,3
14326,1.0,61.0,60.0,5804,6.38,6.43,3.91,1
42527,0.4,60.7,56.0,1323,4.79,4.77,2.9,0
53039,0.74,61.3,55.0,2604,5.82,5.89,3.59,0
27006,2.01,60.6,59.0,17118,8.11,8.25,4.96,4
7279,1.0,63.3,58.0,4200,6.34,6.3,4.0,1
44048,0.51,60.0,57.0,1549,5.15,5.19,3.1,0
43430,0.5,62.8,58.0,1415,5.02,5.05,3.16,0
1449,0.91,63.0,54.0,2976,6.17,6.12,3.86,0
23642,1.51,60.7,58.0,11666,7.41,7.38,4.49,3
27738,2.05,61.9,57.0,18787,8.1,8.16,5.03,4
15661,1.29,62.2,57.0,6279,7.01,6.97,4.35,1
45110,0.54,60.3,61.0,1650,5.26,5.29,3.18,0
846,0.62,61.8,56.0,2869,5.43,5.47,3.37,0
31196,0.32,61.7,55.0,756,4.4,4.39,2.71,0
20505,1.51,63.0,58.0,8836,7.4,7.27,4.62,2
21558,1.0,60.7,64.0,9660,6.42,6.4,3.89,2
44555,0.52,61.4,62.0,1605,5.19,5.16,3.18,0
23202,1.54,61.8,59.0,11209,7.37,7.32,4.54,3
44650,0.28,62.0,57.0,522,4.21,4.24,2.62,0
8837,1.02,60.5,58.0,4478,6.58,6.54,3.97,1
24579,1.72,61.4,59.0,12880,7.64,7.71,4.71,3
44622,0.57,61.8,57.0,1608,5.3,5.32,3.28,0
51023,0.74,59.6,58.0,2328,5.91,5.87,3.51,0
46726,0.5,64.3,54.0,1795,5.02,5.06,3.24,0
20894,1.25,60.7,56.0,9116,6.93,7.01,4.23,2
1773,0.75,61.8,57.0,3048,5.78,5.81,3.58,0
39728,0.51,61.3,58.0,1091,5.15,5.19,3.17,0
46207,0.51,62.9,57.0,1750,5.06,5.12,3.2,0
39503,0.54,61.3,55.0,1080,5.23,5.28,3.22,0
17934,1.48,62.3,58.0,7244,7.18,7.23,4.49,1
33137,0.31,60.8,57.0,816,4.36,4.39,2.66,0
28912,0.3,61.1,57.0,684,4.32,4.35,2.65,0
25349,2.01,61.3,58.0,14067,8.14,8.07,4.97,4
47128,0.61,62.1,55.0,1829,5.43,5.46,3.38,0
5216,1.5,62.4,60.0,3780,7.37,7.19,4.54,1
51725,0.7,61.9,59.0,2401,5.69,5.71,3.53,0
18706,0.27,62.0,59.0,620,4.14,4.18,2.58,0
14714,0.3,61.5,58.0,605,4.28,4.3,2.64,0
11704,0.34,61.3,55.0,596,4.49,4.51,2.76,0
37729,0.41,63.6,56.0,996,4.68,4.72,2.99,0
48107,0.5,60.5,55.0,1935,5.15,5.13,3.11,0
11727,0.34,61.7,56.0,596,4.48,4.53,2.78,0
40609,0.29,61.8,57.0,498,4.27,4.31,2.64,0
43549,0.52,61.6,58.0,1429,5.14,5.22,3.19,0
44192,0.51,62.3,57.0,1569,5.08,5.13,3.18,0
3840,0.9,63.0,58.0,3473,6.16,6.12,3.87,0
19606,1.25,60.7,56.0,8226,6.98,7.05,4.26,2
38484,0.42,60.7,55.0,1031,4.86,4.89,2.96,0
1057,0.31,60.8,58.0,558,4.37,4.34,2.65,0
27962,0.3,62.4,56.0,658,4.26,4.33,2.68,0
13697,1.23,62.1,58.0,5600,6.82,6.86,4.25,1
40825,0.52,63.5,58.0,1170,5.14,5.1,3.25,0
52536,0.7,61.6,55.0,2530,5.73,5.76,3.54,0
24779,2.13,62.6,58.0,13148,8.21,8.18,5.13,3
40940,0.31,60.8,56.0,500,4.4,4.42,2.68,0
40125,0.41,61.2,56.0,1115,4.78,4.8,2.93,0
46189,0.7,61.3,61.0,1749,5.67,5.62,3.46,0
26810,2.0,60.7,60.0,16694,8.07,8.02,4.88,4
1979,0.7,62.3,55.0,3092,5.67,5.7,3.54,0
14553,1.25,62.8,55.0,5880,6.87,6.82,4.3,1
33797,0.32,61.4,55.0,842,4.42,4.44,2.72,0
13666,1.02,62.9,58.0,5593,6.41,6.37,4.02,1
37256,0.31,58.0,62.0,977,4.47,4.42,2.58,0
23568,1.5,63.3,62.0,11577,7.08,7.2,4.52,3
8682,1.1,60.5,61.0,4457,6.69,6.74,4.06,1
51293,0.72,63.7,58.0,2361,5.71,5.66,3.62,0
10795,1.15,62.5,55.0,4861,6.72,6.68,4.19,1
230,0.72,63.0,54.0,2784,5.69,5.73,3.6,0
42666,0.44,60.7,57.0,1334,4.92,4.9,2.98,0
23740,1.54,60.9,59.0,11790,7.46,7.56,4.57,3
9823,1.01,62.8,59.0,4672,6.44,6.34,4.01,1
26841,1.51,62.6,57.0,16754,7.36,7.25,4.57,4
10527,1.23,60.6,57.0,4805,6.97,6.88,4.2,1
15203,1.01,63.1,60.0,6108,6.36,6.31,4.0,1
38254,0.31,62.4,60.0,380,4.29,4.33,2.69,0
927,0.54,61.8,56.0,2882,5.23,5.26,3.24,0
37569,0.47,62.7,55.0,989,4.95,5.08,3.15,0
32562,0.31,61.7,53.0,800,4.36,4.39,2.7,0
2012,0.78,61.8,59.0,3103,5.93,5.88,3.65,0
16835,1.3,61.7,56.0,6714,7.07,7.02,4.35,1
10654,1.01,60.5,57.0,4837,6.53,6.6,3.97,1
2449,0.77,61.6,57.0,3189,5.87,5.91,3.63,0
20084,1.12,60.9,57.0,8561,6.72,6.67,4.08,2
5886,1.01,59.4,59.0,3928,6.51,6.49,3.86,1
17967,1.23,62.3,56.0,7260,6.86,6.79,4.25,2
10487,1.02,62.9,59.0,4796,6.38,6.41,4.02,1
20806,1.58,60.0,53.0,9037,7.59,7.64,4.57,2
49837,0.52,62.0,55.0,2168,5.16,5.2,3.21,0
23443,1.51,60.2,60.0,11435,7.33,7.35,4.42,3
9277,1.08,61.2,57.4,4564,6.57,6.63,4.04,1
53815,0.71,59.0,59.0,2735,5.88,5.78,3.44,0
11266,1.09,62.2,56.0,4970,6.6,6.55,4.09,1
10964,1.06,59.6,58.0,4903,6.73,6.67,3.99,1
10075,0.29,60.8,63.0,592,4.28,4.31,2.61,0
30010,0.32,62.0,55.0,717,4.38,4.42,2.73,0
23166,1.5,62.0,56.0,11180,7.33,7.29,4.53,3
6611,0.72,61.8,56.0,4082,5.74,5.78,3.56,1
18304,1.02,62.4,57.0,7440,6.41,6.43,4.01,2
33968,0.32,61.1,56.0,846,4.46,4.48,2.73,0
17600,1.18,61.9,55.0,7087,6.76,6.8,4.2,1
28593,0.3,63.0,55.0,675,4.31,4.29,2.71,0
42021,0.52,62.6,58.0,1267,5.11,5.14,3.21,0
31953,0.31,61.6,57.0,452,4.36,4.4,2.7,0
53811,0.52,61.7,57.0,2733,5.13,5.17,3.18,0
8280,0.9,63.2,54.0,4382,6.1,6.17,3.88,1
36064,0.38,61.8,54.7,924,4.66,4.68,2.89,0
47787,0.67,60.2,61.0,1897,5.64,5.69,3.41,0
45020,0.54,62.4,55.0,1637,5.25,5.2,3.26,0
20121,1.24,61.9,54.0,8584,6.89,6.92,4.27,2
32390,0.4,60.4,63.0,791,4.68,4.72,2.84,0
33624,0.33,61.0,57.0,463,4.45,4.47,2.72,0
21735,1.26,59.5,57.0,9802,7.03,7.15,4.22,2
40057,0.53,62.3,53.0,1113,5.21,5.25,3.26,0
37596,0.24,59.7,60.0,485,4.08,4.1,2.44,0
25316,1.51,62.1,55.0,13995,7.38,7.33,4.57,3
7274,1.0,63.3,57.0,4200,6.37,6.3,4.01,1
11546,1.01,62.3,55.0,5029,6.46,6.45,4.02,1
43078,0.5,59.6,60.0,1378,5.15,5.12,3.06,0
45793,0.51,63.4,57.0,1709,5.08,5.04,3.21,0
16551,1.01,61.1,56.0,6612,6.36,6.43,3.91,1
28651,0.3,62.3,58.0,675,4.32,4.29,2.68,0
450,0.83,62.5,55.0,2816,6.04,6.0,3.76,0
8265,0.9,61.0,63.0,4381,6.1,6.13,3.73,1
43053,0.51,59.4,61.9,1376,5.18,5.2,3.08,0
13083,1.04,62.7,61.0,5416,6.48,6.44,4.05,1
695,0.79,62.8,57.0,2853,5.9,5.85,3.69,0
22929,1.02,62.0,56.0,10967,6.43,6.48,4.0,2
1786,0.76,61.3,55.0,3050,5.87,5.93,3.62,0
33786,0.4,62.1,58.0,842,4.71,4.76,2.94,0
37996,0.43,61.9,55.0,1008,4.86,4.84,3.0,0
8203,0.51,60.7,66.0,4368,5.21,5.11,3.13,1
46950,0.3,62.5,56.0,526,4.24,4.27,2.66,0
51959,0.56,61.4,57.0,2442,5.29,5.32,3.26,0
2380,0.32,61.1,58.0,561,4.42,4.45,2.71,0
1423,0.91,64.9,57.0,2971,6.13,6.08,3.96,0
15752,1.5,63.5,60.0,6300,7.19,7.12,4.54,1
13443,1.23,61.7,58.0,5521,6.85,6.87,4.23,1
42309,0.41,61.8,55.0,1295,4.76,4.78,2.95,0
48205,0.7,61.1,58.0,1948,5.74,5.79,3.52,0
16489,1.2,59.5,58.0,6588,7.02,6.97,4.16,1
30561,0.31,61.8,56.0,734,4.34,4.37,2.69,0
47116,0.79,58.8,62.0,1828,6.01,6.03,3.54,0
34085,0.36,61.8,56.0,852,4.56,4.6,2.83,0
28291,0.27,62.1,54.0,432,4.16,4.18,2.59,0
49972,0.29,61.7,55.0,541,4.27,4.3,2.64,0
13298,1.03,61.7,55.0,5491,6.52,6.46,4.01,1
31193,0.36,62.2,59.0,756,4.57,4.53,2.83,0
35491,0.4,60.9,56.0,904,4.78,4.81,2.92,0
39034,0.41,61.3,55.0,1056,4.81,4.85,2.96,0
29323,0.31,62.4,58.0,698,4.36,4.32,2.71,0
6698,0.31,63.3,54.0,408,4.29,4.34,2.73,0
39140,0.41,61.7,61.0,1061,4.74,4.7,2.91,0
31088,0.33,60.0,63.0,752,4.45,4.49,2.68,0
10863,1.01,59.9,56.0,4875,6.6,6.45,3.91,1
15521,1.02,62.7,59.0,6220,6.41,6.44,4.03,1
45261,0.54,61.5,56.0,1662,5.23,5.25,3.22,0
34964,0.31,61.2,59.0,471,4.36,4.4,2.68,0
44310,0.33,61.2,57.0,520,4.49,4.43,2.73,0
9807,1.16,61.7,56.0,4668,6.76,6.7,4.15,1
27630,4.5,65.8,58.0,18531,10.23,10.16,6.72,4
39576,0.42,62.1,56.0,1081,4.78,4.85,2.99,0
4887,0.9,63.6,57.0,3718,6.07,6.13,3.88,1
32206,0.3,62.6,62.0,788,4.25,4.21,2.65,0
49647,0.3,59.3,59.0,540,4.38,4.36,2.59,0
29822,0.35,63.7,57.0,709,4.53,4.48,2.87,0
44027,0.51,62.7,55.0,1546,5.1,5.07,3.19,0
39032,0.41,62.2,55.0,1056,4.76,4.79,2.97,0
2751,0.81,62.9,58.0,3250,5.88,5.94,3.72,0
1128,0.7,63.8,58.0,2919,5.61,5.58,3.57,0
4553,0.77,62.4,58.0,3643,5.82,5.87,3.65,1
13799,1.64,63.0,58.0,5624,7.54,7.49,4.74,1
10981,1.11,60.6,59.0,4911,6.73,6.66,4.06,1
4044,1.05,62.0,57.0,3528,6.54,6.5,4.04,0
30404,0.32,61.4,55.0,730,4.4,4.43,2.71,0
44488,0.7,61.6,60.0,1597,5.78,5.68,3.53,0
16693,0.32,63.5,57.0,421,4.3,4.33,2.74,0
26716,0.32,62.9,57.0,645,4.37,4.4,2.76,0
17279,1.31,62.4,61.0,6921,6.98,6.9,4.33,1
13354,0.24,62.1,58.0,419,4.0,4.02,2.49,0
1286,0.7,61.8,59.0,2952,5.63,5.67,3.49,0
38419,0.3,61.9,58.0,1026,4.26,4.3,2.65,0
26888,2.08,61.3,58.0,16854,8.21,8.17,5.02,4
46449,0.96,68.9,59.0,1773,6.09,5.96,4.15,0
19442,1.06,61.3,57.0,8093,6.53,6.56,4.01,2
9764,0.9,62.6,57.0,4662,6.11,6.09,3.82,1
2058,0.32,60.6,60.0,561,4.4,4.44,2.68,0
12446,1.3,60.3,60.0,5242,7.01,6.99,4.22,1
33199,0.3,62.9,58.0,819,4.29,4.26,2.69,0
7536,0.7,62.7,54.0,4244,5.67,5.71,3.57,1
35311,0.36,62.4,55.0,896,4.54,4.57,2.84,0
31947,0.3,61.6,57.0,776,4.32,4.28,2.65,0
34764,0.41,62.9,58.0,876,4.77,4.74,2.99,0
31831,0.34,61.6,58.0,775,4.44,4.49,2.75,0
32208,0.35,62.4,57.0,788,4.49,4.52,2.81,0
44025,0.51,61.3,55.0,1546,5.17,5.11,3.15,0
7382,0.33,62.6,57.0,579,4.45,4.47,2.79,0
18386,0.31,64.7,56.0,618,4.28,4.25,2.76,0
47781,0.76,62.9,54.0,1896,5.82,5.85,3.67,0
772,0.7,61.0,57.0,2859,5.76,5.74,3.51,0
43871,0.46,62.2,55.0,1450,4.94,4.99,3.09,0
7097,1.0,57.8,59.0,4166,6.53,6.47,3.75,1
19365,0.4,63.0,59.0,622,4.64,4.69,2.94,0
48274,0.53,61.4,55.0,1956,5.25,5.21,3.21,0
47932,0.56,61.4,61.0,1915,5.31,5.28,3.25,0
25694,0.36,59.7,57.0,644,4.69,4.72,2.81,0
52118,0.75,60.6,60.0,2463,5.88,5.91,3.57,0
40640,0.41,62.7,57.0,1153,4.76,4.72,2.97,0
48521,0.54,60.6,56.0,1985,5.26,5.27,3.19,0
45165,0.5,62.3,58.0,1654,5.07,5.04,3.15,0
3810,0.73,59.0,61.0,3466,5.88,5.92,3.48,0
38504,0.44,62.3,59.0,1031,4.87,4.82,3.02,0
15903,1.02,60.5,57.0,6356,6.51,6.55,3.95,1
21918,1.5,62.9,55.0,9996,7.28,7.26,4.57,2
37160,0.32,62.7,57.0,972,4.44,4.4,2.77,0
37771,0.41,62.0,56.0,999,4.79,4.72,2.95,0
49806,0.7,64.3,57.0,2164,5.63,5.56,3.6,0
3254,0.82,62.1,57.0,3357,6.04,6.0,3.74,0
24553,2.06,61.1,57.0,12842,8.3,8.24,5.05,3
34484,0.43,59.1,60.0,867,4.88,4.93,2.9,0
37772,0.41,62.1,56.0,999,4.76,4.74,2.95,0
37705,0.37,60.4,57.0,995,4.65,4.68,2.81,0
42337,0.46,62.4,56.0,1298,4.98,4.95,3.1,0
15464,1.2,62.6,59.0,6192,6.69,6.73,4.2,1
17411,1.21,59.3,60.0,6974,6.99,6.93,4.13,1
52976,0.3,63.0,58.0,552,4.24,4.27,2.68,0
19697,0.36,63.1,57.0,624,4.55,4.51,2.86,0
49587,0.7,62.0,55.0,2135,5.65,5.61,3.49,0
26434,1.38,62.9,56.0,15968,7.04,7.1,4.45,4
41986,0.43,60.5,57.0,1264,4.92,4.86,2.96,0
49283,0.7,62.8,56.0,2092,5.64,5.69,3.56,0
4045,0.92,60.7,58.0,3529,6.3,6.25,3.81,0
32315,0.3,61.7,57.0,789,4.3,4.32,2.66,0
29242,0.37,59.7,62.0,696,4.68,4.7,2.8,0
28610,0.3,62.9,57.0,675,4.3,4.25,2.69,0
51683,1.0,64.9,56.0,2398,6.2,6.14,4.01,0
